TSNE1,TSNE2,target
0.31146863,-51.79717,6
-16.597944,32.994934,7
12.3055315,-8.490652,8
28.965963,32.312134,9
-40.581768,-39.822227,0
36.77008,27.352072,9
14.861267,34.82518,5
8.472723,32.816833,5
3.0954924,-43.826073,6
14.796596,34.878513,5
-33.47476,-40.010586,0
41.90849,9.271619,9
12.654673,-7.0143943,8
36.959427,27.041817,9
3.745311,-6.337537,8
-33.47459,17.92663,4
-6.176952,-8.052291,1
-16.179451,31.44002,7
-19.134924,34.847855,7
28.540203,13.517813,3
20.761234,39.434082,5
-11.899915,-11.420289,1
-30.998947,-41.47672,0
-30.64995,-42.023834,0
-15.855467,32.000328,7
-0.44894096,2.551264,8
23.663633,-28.85819,2
-42.07392,-44.082493,0
-8.669408,-13.813771,1
24.878881,-29.1672,2
-1.4123002,-43.02673,6
29.816706,-8.76289,3
26.712807,13.7990055,3
-14.247648,30.17593,7
31.025553,9.639975,3
29.971811,13.003426,3
-39.364418,14.594328,4
3.5522861,-54.312984,6
4.961862,-49.240982,6
9.416392,-51.281597,6
-9.117907,19.740795,4
41.327873,9.648088,9
-13.364595,-10.365998,1
19.14094,33.10394,5
-40.840225,-38.920662,0
1.7282617,4.7207866,9
8.369126,37.02072,5
26.684607,-26.098839,2
12.191254,-7.1650586,8
22.572847,-28.706234,2
-42.449524,-44.608585,0
-41.259266,-44.515957,0
-9.854653,-12.798033,1
-15.768108,42.033638,7
9.421741,-49.641434,6
31.398232,12.413907,3
26.295963,-30.117805,2
-12.938529,-9.7342615,1
-14.187281,30.159536,7
-40.06084,14.102133,4
8.679426,-50.36571,6
31.522945,12.437174,3
-6.0390553,-7.3026457,1
-16.60118,23.153147,3
42.518906,9.125985,9
-11.144586,-8.627112,1
-17.56018,32.497437,7
5.8655972,-52.14067,6
11.750606,-7.0487256,8
-40.623764,14.383343,4
31.813782,12.506875,3
-11.049175,-12.869808,1
-43.22347,12.413481,4
-42.64651,-34.52376,0
13.722009,33.150578,5
30.358118,13.529579,3
-1.3723431,-39.767544,6
38.853333,13.947724,9
-1.7182313,-53.558212,6
-11.256755,-11.959914,1
-25.758394,25.000832,7
19.58234,32.509476,5
-43.263573,8.2324,4
-38.28023,14.735519,4
-19.251602,41.110275,7
35.416786,-22.977413,2
2.1178265,4.1119795,8
28.174786,-28.788887,2
24.062218,-33.267765,2
9.079862,33.889835,5
-25.697859,24.89613,7
38.365498,15.481288,9
19.187819,32.40406,5
-43.053875,11.711054,4
14.663974,-6.9187927,8
9.532682,-7.2353563,8
-41.432835,14.227792,4
43.1347,8.908503,9
-40.588287,-41.402004,0
12.203146,-9.164659,8
37.875557,14.2578335,9
12.257466,-8.80292,8
-40.382584,-37.828293,0
-19.896317,1.0250165,1
35.546658,-20.169575,2
30.349064,10.006177,3
-43.7672,11.267469,4
23.228397,30.189562,5
-4.343495,-56.470436,6
-13.965326,41.269867,7
31.46604,-6.126245,8
42.908722,17.220898,9
-43.41498,-35.342052,0
-20.829632,1.5326896,1
25.837152,-28.807613,2
27.218456,13.642853,3
-44.989773,4.63518,4
23.274963,31.492727,5
-4.104577,-42.574657,6
-23.413742,32.364967,7
-3.4925354,-0.6876977,8
10.539971,-53.545235,9
-44.423733,-35.105576,0
-15.751619,-1.2018869,1
28.86787,-16.301027,2
32.35344,13.164869,3
-49.388695,11.222296,4
6.6940045,43.080368,5
5.8591833,-49.175533,6
-25.6673,28.62119,7
-2.6595342,-1.2202957,8
42.798073,17.054543,9
-45.1136,-31.900385,0
41.538647,25.545328,9
22.042618,30.47342,5
13.818934,41.675514,5
9.472019,-51.50035,6
10.619141,42.287415,5
-46.989674,-34.927223,0
38.830017,24.38522,9
0.59024173,5.629201,8
41.605137,26.340052,9
-2.3081772,1.2178047,8
-44.160725,5.2025547,4
-8.495819,-7.861264,1
-14.5459175,42.50868,7
-14.157964,40.254044,7
9.933707,16.449713,3
19.060232,30.570015,5
-16.698698,-0.6231245,1
-48.184273,-35.47322,0
-47.35612,-35.04216,0
28.623121,-21.84885,2
27.46193,-16.853886,2
-16.50153,39.252037,7
-0.9496343,10.990423,8
36.94366,-17.562012,2
-44.64143,-31.965698,0
-15.043728,-11.061014,1
29.866335,-20.944725,2
8.805392,-53.148407,6
32.49694,13.53846,3
20.405193,11.263898,3
-12.991771,41.07816,7
23.491179,14.402774,3
21.358038,15.723413,3
-46.157818,2.6563442,4
4.632041,-49.53913,6
-0.52256376,-44.037674,6
-0.8714706,-43.75165,6
-42.242992,10.939394,4
41.98397,14.706207,9
-10.178243,-12.471969,1
10.093392,35.309483,5
-46.051685,-32.25544,0
38.63575,18.770561,9
22.412346,30.3464,5
33.287937,-18.680288,2
0.7546083,5.3759937,8
23.26999,-23.465094,2
-46.107327,-31.855854,0
-44.8304,-32.042572,0
-13.24572,-9.629515,1
-14.422068,42.317917,7
3.2233956,-49.07811,6
18.194397,16.153193,3
29.974268,-17.46531,2
-15.710475,-0.8966171,1
-15.585404,43.23342,7
-43.675316,7.561349,4
4.5097885,-49.391804,6
21.560919,10.259693,3
-10.525064,-11.655993,1
31.412169,-6.1080527,3
41.283405,26.750889,9
-10.468276,-11.904504,1
-17.24296,39.82365,7
6.54339,-51.0345,6
-1.1363637,-0.90460503,8
-43.616863,8.785259,4
25.074785,7.4604635,3
-9.851297,-13.906283,1
-46.270985,7.0261254,4
-36.368023,-33.7791,0
5.925437,44.108356,5
18.119982,16.712978,3
-0.54168904,-44.722538,6
38.486713,19.258976,9
9.75478,-52.278088,6
-13.308611,0.29428753,1
-13.512102,42.31599,7
8.408099,39.488308,5
-46.82741,4.358454,4
-37.888645,13.785114,4
-25.207237,30.320578,7
37.481125,-16.992786,2
30.271563,-8.399562,8
36.219925,-16.983854,2
31.52683,-7.5575686,2
4.5027533,41.469246,5
-24.044233,29.570976,7
38.86252,18.755625,9
7.424343,44.82412,5
-43.216824,6.5368905,4
-3.128752,-1.5987201,8
-1.2332149,0.4140455,8
-46.201958,15.722469,4
39.144375,21.794394,9
-46.81059,-31.669983,0
-2.0406728,-2.0676486,8
37.391396,26.259468,9
-1.3773504,-1.6045456,8
-32.318157,-42.546257,0
-18.642782,6.118462,1
23.386446,-27.963892,2
19.814232,17.23877,3
-47.406853,0.73293334,4
25.90753,34.439148,5
10.106878,-53.178604,6
-15.447545,46.085445,7
2.4352758,-3.2260313,8
46.581985,24.28172,9
-35.43587,-35.01966,0
-16.215889,-1.0110025,1
23.70015,-34.31805,2
25.963396,13.594753,3
-47.444046,0.18724892,4
24.085842,41.517204,5
7.013552,-50.618233,6
-21.421204,33.610245,7
31.485374,-7.5276814,8
42.497555,25.185345,9
-35.62756,-36.719784,0
-25.81784,5.9873996,1
23.174484,-25.63153,2
30.794493,5.044692,3
-47.545876,-0.22697097,4
18.167782,31.718538,5
11.184296,-53.127155,6
-17.497288,35.681,7
0.62589836,-1.1484894,8
41.55764,25.641476,9
-40.29339,-45.12908,0
40.665897,22.160284,9
22.979431,40.87647,5
16.993792,31.955736,5
10.685367,-53.14395,6
20.567327,40.80786,5
-30.643396,-32.166676,0
41.650757,18.691921,9
-0.35748276,-3.5075336,8
40.63755,27.37186,9
1.1594142,-4.9992833,8
-46.916523,1.3429202,4
-14.516968,-11.3066025,1
-21.372503,33.0958,7
-16.866535,37.232,7
30.789745,8.524338,3
17.581192,32.746975,5
-14.454496,-9.971661,1
-34.250942,-36.49095,0
-33.913605,-36.22944,0
22.261822,-28.630774,2
21.537472,-28.671854,2
-17.694967,35.784462,7
2.1959183,-2.8942938,8
23.49856,-33.830704,2
-46.26398,-36.31957,0
-20.757957,2.749053,1
22.372025,-29.319113,2
1.0342815,-45.980476,6
21.218657,7.7328277,3
26.102955,11.696219,3
-14.863966,41.442196,7
29.174652,12.501895,3
31.56679,9.129315,3
-46.86082,0.9065534,4
0.9427763,-46.300175,6
1.3277084,-46.94659,6
1.4313028,-45.737427,6
-47.849987,3.6871228,4
47.555485,15.655502,9
-12.940216,-8.854392,1
20.097559,30.662973,5
-39.204144,-33.12331,0
40.74305,20.828314,9
-6.5369096,-45.83236,5
29.154781,-23.773046,2
4.5957313,-4.3245187,8
20.791801,-27.448708,2
-42.964153,-35.941967,0
-34.921745,-37.416157,0
-20.494322,1.4650377,1
-14.363861,40.901672,7
4.0281773,-46.19678,6
30.112675,8.237852,3
24.22816,-30.724117,2
-15.012263,-7.9580297,1
-20.122864,42.563343,7
-48.260426,3.7146983,4
11.219144,-53.09139,6
19.686878,10.599623,3
-14.687582,-9.357315,1
30.456669,6.832388,3
45.436695,19.576134,9
-13.6507435,-10.822938,1
-21.971537,34.96231,7
4.4101267,-46.769394,6
-1.2604585,-1.8219646,8
-46.901676,0.7158731,4
26.94152,11.329041,3
-12.354262,-12.169392,1
-43.74478,9.517252,4
-35.065247,-36.022717,0
14.417479,31.882963,5
30.244156,10.242016,3
5.5736246,-45.73722,6
39.800537,25.031805,9
9.1157,-53.287685,6
-13.03496,-12.704267,1
-18.899643,44.403393,7
14.751676,32.76929,5
-44.74875,2.8892634,4
-44.63595,3.077211,4
-26.092052,31.200783,7
22.198158,-30.084948,2
-0.71920604,-2.7768936,8
24.302473,-29.31542,2
23.198725,-30.623877,2
20.252588,30.199759,5
-16.29835,37.939682,7
39.700737,25.185226,9
20.801615,41.93345,5
-44.011368,3.3564909,4
0.93901455,-4.3900533,8
2.8114753,-2.3319514,8
-48.127373,3.7195556,4
35.08196,21.808529,9
-30.798279,-32.14458,0
-0.43737358,-0.69884986,8
-42.07772,-39.444256,0
-19.3755,6.404926,1
33.09989,-24.595652,2
28.70937,1.5997401,3
-52.450436,11.600745,4
25.160381,38.703854,5
-4.744213,-53.928387,6
-20.882673,28.927372,7
12.097127,2.8028271,8
41.24851,23.526764,9
-35.2611,-40.380276,0
-20.199633,7.100939,1
36.574768,-24.435387,2
30.916388,3.5358684,3
-51.07251,8.207254,4
26.691856,34.43337,5
-4.9962606,-54.44776,6
-21.772814,28.216356,7
12.285558,2.4600317,8
38.305046,21.7306,9
-39.815964,-36.579865,0
-21.318233,5.1425724,1
37.68701,-22.409029,2
26.605484,4.0499187,3
-50.40866,9.863892,4
26.827694,30.005804,5
-4.7164826,-55.40795,6
-21.051874,28.446367,7
13.224559,2.0968077,8
41.73877,23.498356,9
-36.373497,-40.16986,0
43.19514,23.462273,9
26.649672,34.665184,5
25.034466,40.11512,5
-5.353386,-47.263607,6
26.546385,34.13993,5
-37.327183,-39.7344,0
38.705017,22.076353,9
8.97917,3.9962344,8
43.164986,23.57163,9
9.846363,3.6251912,8
-47.663082,7.8554125,4
-22.802727,7.4739485,1
-20.43333,31.878796,7
-19.621973,33.437267,7
25.349312,6.2479553,3
28.310766,37.12605,5
-22.56177,7.857446,1
-38.166046,-38.91661,0
-38.152824,-38.888638,0
38.15636,-23.70249,2
33.017807,-24.618582,2
-24.778797,22.687578,7
11.088259,7.2696824,8
38.412476,-23.00074,2
-40.412724,-45.055798,0
-20.293213,7.7529426,1
35.613277,-24.28871,2
-4.3159766,-54.04635,6
29.3092,3.8270512,3
31.810068,6.879711,3
-21.104284,29.51273,7
31.151112,4.009543,3
32.001717,5.1975365,3
-51.546467,8.457559,4
-3.2906044,-54.568485,6
-2.373652,-58.344543,6
-2.369659,-52.55155,6
-49.18237,8.956293,4
46.2409,21.612762,9
-20.580658,7.93544,1
26.735983,33.596893,5
-39.614536,-44.27216,0
44.01847,24.792757,9
27.667082,39.235275,5
36.558228,-23.401129,2
11.014642,4.6988897,8
37.117374,-23.256868,2
-39.96173,-45.257587,0
-38.78244,-38.49059,0
-20.99432,8.625426,1
-21.301752,32.546844,7
-4.970114,-53.429718,6
28.649963,5.9095488,3
39.212654,-21.44338,2
-19.28041,6.578644,1
-20.548082,33.940983,7
-49.969044,7.835152,4
-3.3359587,-52.94643,6
27.435822,7.4975314,3
-21.36991,5.261696,1
25.017801,5.781222,3
38.94583,22.08876,9
-21.714844,7.5176334,1
-20.678644,31.958334,7
-2.1830266,-51.289513,6
10.258067,4.6632166,8
-50.721333,9.870946,4
31.64725,7.568012,3
-22.246227,8.05337,1
-49.949364,9.999464,4
-36.989216,-40.06122,0
28.36079,37.124573,5
27.775007,5.8871694,3
-2.3816087,-51.53661,6
44.21516,24.34367,9
1.8697742,-49.39859,6
-20.329552,8.513237,1
-20.184612,28.200047,7
31.232399,33.35724,5
-50.264137,8.307115,4
-49.807472,13.627063,4
-21.647213,28.944073,7
36.522957,-22.553951,2
9.992371,6.212047,8
27.919477,-22.663925,2
35.534813,-24.24785,2
27.441137,38.507645,5
-20.454113,28.404863,7
42.043,22.064648,9
22.652006,38.46076,5
-50.776836,8.899617,4
9.388004,6.087466,8
8.83926,5.5767837,8
-48.635296,7.486428,4
37.270756,22.420918,9
-42.613945,-37.192444,0
9.763438,6.420389,8
37.65857,22.385834,9
8.49669,5.0053086,8
-33.5165,-35.55034,0
-15.152905,-12.255386,1
28.425888,-27.898102,2
20.9735,8.80976,3
-45.374844,13.252008,4
7.7308183,35.89279,5
6.1623735,-44.5639,6
-14.444495,46.032078,7
-15.637243,-2.6741278,8
-23.991533,12.121958,9
-33.00852,-36.05942,0
-10.67185,-14.39866,1
25.613916,-25.98384,2
23.630281,12.145313,3
-44.860813,13.79279,4
7.540538,35.008167,5
4.7707386,-43.67841,6
-22.903074,15.559586,9
-34.369324,-32.909225,0
-10.447017,-15.133953,1
26.132738,-26.266918,2
19.51314,10.339003,3
-48.215435,14.423086,4
8.551632,33.70339,5
2.5671968,-40.2697,6
-13.643489,44.271786,7
-5.1533856,0.67472196,8
-28.566864,21.646627,9
-29.234764,-32.44829,0
-23.494349,15.530698,9
6.640636,32.629147,5
6.0242553,45.14732,5
2.4656317,-45.241234,6
7.302644,35.709778,5
-36.502754,-36.34841,0
-12.982573,18.789507,9
0.80443156,-11.82059,8
6.468713,32.37576,9
2.4407878,-11.145522,8
-46.509727,11.349949,4
-15.500181,-10.06104,1
-18.665642,40.857563,7
-16.702572,45.512733,7
13.961196,15.739836,3
5.670611,42.901558,5
-13.891481,-12.574381,1
-29.521023,-32.840927,0
-43.193836,-33.666946,0
20.523546,-27.201435,2
34.350395,-21.467113,2
-17.634785,46.68606,7
2.5994205,-1.9365551,8
21.34805,-27.782328,2
-29.788612,-37.08914,0
-11.275009,-15.023767,1
28.197409,-15.113017,2
4.82386,-44.87716,6
13.34936,14.245537,3
14.036788,16.004112,3
-16.963984,45.408985,7
12.180184,15.999889,3
-0.6006772,0.43747848,3
-48.021526,14.437075,4
3.6954992,-44.50103,6
3.0630007,-41.508602,6
4.1037836,-45.30785,6
-2.93962,10.513155,4
-22.98767,14.322765,9
-13.354621,-11.686242,1
7.976468,35.55114,5
-29.750278,-34.481632,0
46.647247,14.888094,9
14.79559,31.994362,5
21.727747,-40.98741,2
1.9133805,-10.232174,8
-41.712006,-43.4395,0
-14.19953,-11.923916,1
-16.906685,42.563034,7
4.7956014,-45.025177,6
18.95472,9.705826,3
35.233814,-19.706055,2
-16.02051,-11.099933,1
-18.719133,45.02308,7
-2.930994,10.557712,4
4.0995207,-42.955753,6
21.396496,9.013652,3
-16.048222,-10.317891,1
18.52708,8.722805,3
-11.672287,19.27262,9
-14.088566,-10.533488,1
-15.414173,46.25591,7
6.4870343,-52.009666,6
1.6912595,-11.393127,8
-47.08138,11.493497,4
20.998898,8.407134,3
-15.237655,-9.661426,1
-45.492805,12.866858,4
-31.954605,-34.013863,0
7.4250865,33.174114,5
21.720942,8.519276,3
3.0899005,-40.839493,6
45.962856,13.169346,9
0.15527387,-39.153316,6
-15.676106,-9.748323,1
-18.422108,38.230545,7
12.164703,38.535522,5
-44.924866,13.071583,4
-48.79038,14.531426,4
-18.069038,42.47439,7
26.754608,-24.156103,2
22.992342,-25.30893,2
7.604585,34.57953,5
5.273054,45.97324,7
20.178616,7.3117247,9
7.914869,33.584347,5
-2.7464807,10.305829,4
-46.24534,11.4719715,4
6.411285,32.549747,9
-39.34117,-33.132774,0
0.26892683,-9.674592,8
-12.128187,19.372805,9
0.75514036,-9.830551,8
-37.195873,-41.797867,0
-4.450055,-12.448574,1
31.796421,-23.928127,2
25.090942,3.1807368,3
-36.849613,3.7860358,4
22.882055,34.760006,5
-6.5624886,-50.31458,6
-14.669179,39.12753,7
8.342479,-7.2030787,8
44.77145,22.525314,9
-34.38258,-39.606133,0
-6.878863,-10.666811,1
24.410038,-18.60536,2
12.383054,14.247705,3
-45.37308,8.316935,4
21.504877,34.163258,5
-3.9187205,-50.5673,6
-25.712627,33.604225,7
-0.8977336,4.539617,8
40.802998,20.363422,9
-35.41593,-43.834515,0
-6.250661,-13.091466,1
23.95788,-18.814192,2
15.389826,20.926596,3
-44.57156,7.8834825,4
21.654911,33.455566,5
-6.1147275,-50.444927,6
-14.988348,39.03916,7
7.893155,-7.2026935,8
45.57497,15.658541,9
-42.25281,-36.0249,0
40.547287,19.393055,9
20.477924,34.25345,5
19.808119,36.26282,5
-5.693647,-51.250916,6
20.56716,41.487183,5
-35.59929,-29.734932,0
38.381397,20.5476,9
8.50311,-4.238355,8
38.96753,20.90197,9
-0.56979924,4.5422797,8
-26.648947,19.074419,4
-4.599165,-11.783775,1
-17.732342,28.33816,7
-26.097279,30.319996,7
9.8725,16.382223,3
21.719118,34.40914,5
-7.4371047,-9.6518,1
-37.752613,-45.06033,0
-41.558994,-35.09308,0
34.340687,-26.453007,2
38.709953,-22.32209,2
-22.078005,40.72997,7
1.466858,4.213793,8
39.08953,-21.052168,2
-33.692085,-29.90301,0
-5.363483,-13.571361,1
36.4139,-25.265715,2
-3.8666518,-49.80552,6
11.056687,13.659465,3
10.888054,13.60246,3
-24.398638,41.082245,7
26.592115,19.331358,3
11.582934,14.3102045,3
-36.97957,13.93324,4
-2.407276,-39.42435,6
-5.369087,-51.582706,6
-0.38123995,-59.256443,6
-51.238453,0.19869861,4
42.771683,20.981457,9
-5.9964337,-8.427561,1
22.721195,35.439445,5
-36.807404,-42.234474,0
41.10471,19.623978,9
21.868992,33.424824,5
39.33619,-24.135258,2
5.910952,-7.032674,8
29.409119,-15.982368,2
-41.637318,-36.769573,0
-35.7281,-43.812763,0
-4.4909296,-9.363094,1
-22.920902,42.404953,7
-2.2713003,-40.87928,6
11.015998,14.363958,3
25.0997,-19.916931,2
-10.358596,-5.5015016,1
-23.028347,41.395824,7
-51.240086,0.21054053,4
-0.46984646,-41.886925,6
21.43885,11.887631,3
-6.766554,-7.6237955,1
26.4974,7.734101,3
42.33855,20.081608,9
-6.376598,-11.908454,1
-18.75251,37.161625,7
-3.08182,-41.959415,6
-3.6324723,-4.4904327,8
-46.63383,3.4419973,4
15.339534,21.015327,3
-4.8391385,-9.478583,1
-41.213314,5.6851945,4
-29.549496,-37.441067,0
24.113289,34.97826,5
19.946503,13.452856,3
1.1743618,-40.92498,6
41.8538,20.953947,9
-3.8964212,-51.728836,6
-5.1411734,-9.022119,1
-16.206478,41.165024,7
23.214706,33.386845,5
-41.688248,4.4908876,4
-51.44561,0.8667387,4
-23.714067,32.30148,7
38.477734,-23.823832,2
6.841085,-8.279444,8
32.25719,-24.931229,2
32.71648,-26.312523,2
21.358095,33.06116,5
-18.762934,42.673363,7
40.936565,14.201338,9
23.810253,34.174965,5
-45.371746,4.3709197,4
-4.7645535,-4.713026,8
-5.389549,-5.196007,8
-46.282936,5.6482625,4
40.53973,18.888206,9
-35.542316,-30.582294,0
1.1358669,-7.1841216,8
40.788067,16.706816,9
6.9449944,-8.384563,8
